STD_YM,STD_YMD,HDONG_CD,HDONG_NM,MAN_0004,MAN_0509,MAN_1014,MAN_1519,MAN_2024,MAN_2529,MAN_3034,MAN_3539,MAN_4044,MAN_4549,MAN_5054,MAN_5559,MAN_6064,MAN_6569,MAN_70U,WMAN_0004,WMAN_0509,WMAN_1014,WMAN_1519,WMAN_2024,WMAN_2529,WMAN_3034,WMAN_3539,WMAN_4044,WMAN_4549,WMAN_5054,WMAN_5559,WMAN_6064,WMAN_6569,WMAN_70U
201808,20180817,1111056000,평창동,0,273.65,1068.08,2253.17,3040.04,5489.25,7233.29,9516.5,9336.56,11542.76,10414.94,11312.72,9663.3,5734.48,6040.91,0.27,365.73,973.34,3887.77,3508.18,4129.13,4549.38,5851.7,5886.39,7425,6948.52,6870.03,5362.91,3100.52,4220.2
201808,20180817,1111057000,무악동,1.46,43.49,188.27,483.97,529.81,920.28,1157.27,1395.17,1325.74,1646.41,1389.55,1414.53,1221.96,848.06,944.57,0.1,53.45,181.67,390.51,780.23,1010.38,955.84,1035.74,1036,1280.08,1005.34,960.44,811.81,531.82,660.15
201808,20180817,1111058000,교남동,0.45,50.07,239.24,595.04,790.07,1538.76,1959.87,2457.46,2361.63,2944.93,2639.12,2650.54,2373.1,1476.97,1571.37,0.56,88.52,264.59,584.97,1237.32,1753.5,1712.19,1818.58,1755.58,2045.35,1712.76,1603.29,1269.43,658.19,859.47
201808,20180817,1111060000,가회동,0,20.44,91.3,591.47,491.48,1132.1,1591.22,1959.22,1716.95,2229.7,1773.56,1559.83,1350.11,914,887.82,0.04,55.99,106.6,419.99,709.12,1133.38,1179.25,1226.11,1066.28,1103.57,801.77,765.17,564.13,313.81,417.23
201808,20180817,1111061500,종로1.2.3.4가동,4.94,564.97,1466.61,6052.2,17683.33,34155.73,38286.63,46189.43,42653.34,48119.88,39148.55,34968.46,31722.39,21746.17,27950.51,2.85,660.71,1873.71,7634.46,29153.78,37584.51,32222.24,30832.85,25367.52,26868.24,20640.92,20666.01,16491.13,10127.93,13472.45
201808,20180817,1111063000,종로5.6가동,0.04,171.92,503.56,2308.37,6406.04,11473.38,11705.01,14481.65,12115.73,14315.33,12795.71,13022.91,12303.08,8044.38,9829.88,1.23,331.63,795.96,2917.56,10277.05,12582.81,10160.6,10339.77,8799.1,9836.41,8628.76,8471.63,6818.45,4233.36,5375.64
201808,20180817,1111064000,이화동,2.69,173.55,453.44,1642.9,4002.44,5907.82,5787.66,6344.08,5481.52,6449.96,5372.48,5502.77,4942.84,3413.56,3564.38,3.17,173.92,584.62,2030.87,6880.79,7541.22,6251.63,6012.12,5172.62,5240.93,4179.81,4011.7,3133.64,1972.8,2356.42
201808,20180817,1111065000,혜화동,2.35,155.09,502.87,2135.53,3754.85,5633.17,5331.95,6059.96,5405.96,6950.32,6039.26,5668.22,5171.68,3239.22,3263.28,0.18,171.71,575.51,2005.46,6185.72,6280.11,5056.76,4903.67,4509.21,4981.77,3887.76,3861.66,2950.43,1639.92,2101.96
201808,20180817,1111067000,창신1동,0,48.57,214.32,855.76,2165.58,3645.59,3626.96,4565.18,3961.93,4607.08,4262.75,4420.69,4295.96,2987.03,3762.59,0.05,84.82,236.03,895.13,3034.4,3463.22,2925.65,3149.65,2819.81,3169.07,2782.2,2918.52,2376.46,1575.75,1974.63
201808,20180817,1111068000,창신2동,0.02,16.29,63.86,279.72,733.74,1100.58,992.02,1234.97,1037.39,1314,1191.36,1164.15,1104.66,776.19,1085.06,0,23.27,59.89,296.13,949.21,1057.58,803.65,824.45,743.61,889.45,807.81,782.94,697.88,501.61,626.44
201808,20180817,1111069000,창신3동,0,13.26,44.75,189.41,373.16,612.08,586.05,658.92,547.04,635.94,498.48,493.06,390.84,295.69,328.73,0,13.57,60.06,219.26,549.54,637.7,506.37,501.64,428.7,439.91,376.31,363.72,258.3,168.15,225.58
201808,20180817,1111070000,숭인1동,0,30.62,97.27,410.54,971.88,1403.24,1357.82,1640.37,1470.47,1635.09,1489.8,1509.92,1412.6,1079.9,1499.81,0,39.57,110.68,446.36,1303.69,1371.07,1101.3,1154.81,1028.52,1143.48,990.48,981.51,823.8,611.34,858.3
201808,20180817,1111071000,숭인2동,0,71.92,282.81,1342.61,3308.96,5156,5158.61,6298.76,5432.85,6270.7,5917.28,6107.53,5898.13,4323.12,5913.54,0,131.29,313.88,1391.28,4522.35,4948.83,3915.41,4140.83,3719.72,4158.72,3728.19,3870.4,3179.46,2449.78,3270.37
201808,20180817,1135056000,월계1동,0,107.41,521.07,1809.93,2969.32,3896.12,3914.58,5253.15,5077.65,5918.23,5365.33,5742.09,5052.62,3601.43,3818.08,0,184.49,569.76,1506,2887.02,2959.63,2838.5,3556.07,3532.31,4082.69,3364.48,3414.16,2704.97,1754.57,2449.54
201808,20180817,1135057000,월계2동,0,104.57,455.67,1436.39,1522.19,2203.81,2631.49,3616.11,3728.77,4602.87,4184.48,4420.18,4252.38,2734.67,2863.65,0,128.68,466.57,1727.58,1616.96,1741.95,1745.95,2553.47,2780.04,3050.7,2616.84,2753.68,2196.66,1366.18,1686.07
201808,20180817,1135058000,월계3동,0,153.55,672.93,1380.05,2532.13,4129.52,5180.33,7236.5,7025.09,8398.01,7438.15,7558.74,6875.71,4237.92,3993.05,0,221.87,668.41,1319.23,2679.98,3259.39,3392.3,4421.9,4333.6,5203.53,4320.28,4216.74,3210.16,1802.09,2281
201808,20180817,1135059500,공릉1동,0,292.24,1191.09,3210.8,6094.05,9042.1,9637.63,13219.17,12282.51,13976.99,12694.28,13062.94,12141.32,7667.06,6939.73,0,383.25,1183.69,2845.72,7381,7668.7,7032.02,8335.16,7502.68,9290.47,8081.48,8037.16,5976.77,3656.82,4006.78
201808,20180817,1135060000,공릉2동,0,402.43,1568.49,3310.69,4516.43,6422.83,6719.42,9523.27,9459.84,11355.02,10177.63,10886.28,10455.87,5934.66,5033.64,2.61,457.43,1664.36,2580.9,6210.26,4609.4,4727.2,6731.81,6928.98,8218.09,6805.58,6382.14,4736.05,2612.32,2798.56
201808,20180817,1135061100,하계1동,0,172.48,794.97,2856.2,2599.71,3248.67,3469.85,4442.53,4815.09,6398,6181.6,6109.12,5685.89,3352.38,2970.27,0.28,215.08,799.44,1854.98,2602.83,2679.64,2496.01,3652.03,4357.79,5737.55,4619.18,4235.5,3037.13,1589.07,1835.5
201808,20180817,1135061200,하계2동,0,91.68,498.38,1323.89,1955.45,2751.55,3134.59,4171.47,4138.39,4991.51,4539.66,4511.09,4207.77,2706.27,2462.3,0,141.52,533.49,1223.72,2254.42,2637.67,2406.61,3011.33,3096.97,3833.19,3238.99,3157.7,2330.91,1258.05,1476.84
201808,20180817,1135061900,중계본동,0,111.47,663.49,1144,727.98,841.51,939.55,1519.95,1851.14,2941.99,2554.97,2363.14,2376.17,1235,1001.27,0.14,137.64,708.05,1673.81,694.91,683.46,631.08,1238.51,1949.38,2618.65,1778.1,1342.3,954.12,461.86,581.52
201808,20180817,1135062100,중계1동,0,165.59,938.83,1565.67,1015.17,1152.37,1330.99,1824.6,2358.22,3570.24,3282.64,2817.16,2842.18,1851.81,1388.98,2.34,168.26,951.82,1603.09,1128.76,1033.29,890.15,1720.99,2755.19,3420.1,2285.72,1804.61,1221.36,595.71,776.13
201808,20180817,1135062400,중계4동,0,80.41,477.35,2434.71,974.08,1237.15,1231.56,1935.64,1982.35,2880.91,2651.7,2611.95,2576.57,1654.02,1560.32,0,79.78,459.52,1225.74,1117.9,1070.86,1004.44,1500.3,1824.67,2463.69,2128.23,2054.99,1417.99,901.71,1000.97
201808,20180817,1135062500,중계2.3동,0,172.72,855.65,2106.27,2774.6,3595.18,3930.61,5193.08,5117.16,6407.68,5741.9,5701.43,5401.66,3709.19,3713.5,0.02,242.52,853.57,2346.19,3415.86,3696.6,3269.03,4560.47,4913.49,5995.97,4866.23,4491.2,3260.35,1904.65,2278.49
201808,20180817,1135063000,상계1동,1.55,261.87,916.26,1966.63,3092.1,5183.45,6081.54,8956.59,8359.86,10053.24,9728.8,9489.29,9291.36,5402.48,4948.89,0,368.03,981.55,1905.91,3577.04,4510.12,4483.8,5819.77,5671.31,6887.57,6094.65,6137.58,4828.01,2542.05,2860.72
201808,20180817,1135064000,상계2동,0,153.27,582.27,2745.46,4057.65,4798.99,4485.5,5315.64,4882.14,6816.12,6071.14,6327.55,6221.73,4172.6,3855.6,0,169.3,785.61,2895.08,4958.09,4518.17,3810.78,4695.75,4779.42,6208.61,5184.88,4877.47,3808.63,2132.76,2333.01
201808,20180817,1135066500,상계3.4동,0,144.32,502.82,1227.45,1287.38,1837.71,1976.9,3167.84,3114.58,4498.71,4507.39,4473.51,4016.41,2687.84,2646.67,0,192.46,577.79,950.83,1604.95,1517.35,1515.5,2216.4,2472.2,3296.84,3063.46,3173.71,2736.28,1701.71,2043.14
201808,20180817,1135067000,상계5동,0,114.59,329.27,828.14,1055.88,1565.07,1664.62,2575.42,2634.48,3445.05,3274.41,3121.7,2793.97,1802.95,1544.54,0,120.96,357.01,798.86,1186.56,1226.7,1145.79,1666.04,1783.49,2325.91,2249.09,2049.44,1556.51,882,980.93
201808,20180817,1135069500,상계6.7동,0,386.64,1536.34,3900.92,5562.63,8333.12,9747.59,13136.45,12723.01,15333.75,14131.26,14017.62,12525.48,8001.78,7220.35,0.05,454.49,1429.32,3728.41,7176.44,7182.72,6985.13,9308.31,9261.16,11416.63,9882.26,9246.13,6657.07,3746.47,4295.63
201808,20180817,1135070000,상계8동,0.14,136.75,533.16,972.52,1237.79,2171.44,3454.26,4383.97,3744.79,4322.32,3955.45,3912.68,3658.06,2296.59,2126.51,0,179.99,448.99,879.34,1529.72,2082.58,2918.33,3436.74,2817.76,3460.12,2660.08,2800.12,2203.63,1219.1,1293.38
201808,20180817,1135071000,상계9동,0.06,89.2,347.09,900.95,957.52,1515.47,2071.66,2909.43,2674.35,3065.15,2830.14,2685.09,2544.71,1536.21,1370.41,0,123.23,357.7,815.99,1169.7,1428.12,1619.38,2075.6,1950.26,2328.36,1947.28,1906.58,1461.62,756.32,827.41
201808,20180817,1135072000,상계10동,0,102,442.38,1213.99,1535.81,2173.86,2535.19,3565.07,3331.11,4173.59,3894.53,3865.19,3509.84,2117.05,1881.66,0,128.7,450.02,1316.84,1707.1,1821.76,1873.76,2479.21,2400.94,3078.23,2525.49,2400.91,1825.51,917.64,1002.73
201808,20180818,1111051500,청운효자동,0.15,133.07,580.28,782.14,1380.6,2483.47,2722.36,2648.32,2446.51,3130.85,2805.54,2666.06,2409.74,1466.5,1403.77,0.24,212.36,573.16,863.5,1611.13,2106.56,1989.39,2191.82,2131.57,2339.38,1991.93,1732.26,1261.38,690.34,923.25
201808,20180818,1111053000,사직동,1.95,430.16,1711.16,2462.71,5326,9138.27,8820.46,8723.16,7526.65,9464.02,8872.83,9113.35,8620.96,5475.03,6354.02,0.53,609.02,2128.62,3493.94,7911.36,10202.36,8099.16,8295.51,7277.69,7986.83,6329.97,6013.45,4832.84,2820.15,3679.75
201808,20180818,1111054000,삼청동,1,78.27,216.28,346.33,778.72,1427.07,1554.48,1633.91,1452.73,1677.37,1517.09,1645.46,1380.28,999.59,1040.29,0,98.36,342.71,455.78,1057.59,1557.26,1447.07,1369.82,1296.85,1343.5,1083.78,1056.12,759.45,430.01,478.4
201808,20180818,1111055000,부암동,0,226.81,863.82,898.67,1610.44,3255.07,4058.42,5214.55,4555.41,5864.64,5519.12,5479.94,4804.21,2593.3,2272.97,5.1,297.28,862.14,1136.91,1645.91,2525.83,2876.08,3448.11,3195.96,3680.89,3190.87,2742.82,2118.71,1185.93,1454.67
201808,20180818,1111056000,평창동,0,341.11,1547.3,2155.61,3076.81,5936.38,7486.79,9254.91,8343.59,11350.63,10722.36,11214.34,9800.27,5347.86,5590.88,2.87,514.86,1324.9,2213.57,3255.42,4645.28,5644.78,7043.56,6091.12,7442.51,6882.8,6713.38,5180.62,2827.05,3965.88
201808,20180818,1111057000,무악동,0.52,72.07,255.79,379.73,474.69,737.58,786.6,967.69,1025.93,1208.78,1088.43,1122.65,1033.36,653.68,760.07,0.67,90.62,281.88,374.11,628.65,751.59,738.32,850.43,802.36,920.44,784.28,788.78,645.59,392.08,484.39
201808,20180818,1111058000,교남동,0.53,106.23,336.79,417.44,720.89,1293.09,1475.33,1692.91,1612.12,2015.69,1901.04,1920.54,1801.05,1150.63,1104.12,0.23,131.39,424.89,542.67,1032.56,1452.22,1431.54,1467.24,1380.87,1515.67,1319.67,1267.45,1017.87,523.62,662.3
201808,20180818,1111060000,가회동,1.2,35.67,147.51,279.68,508.14,854.64,995.53,1073.91,946.68,1192.8,1092.07,1162.53,1069.74,722.04,673.93,0,63.5,197.67,314.47,579.61,926.22,839.98,857.31,786.29,912.81,710.41,686.47,457.55,241.73,314.03
201808,20180818,1111061500,종로1.2.3.4가동,5.82,947.51,3336.39,6401.54,16035.1,27819,25242.22,23618.11,20836.52,24791.13,23087.19,26105.19,25668.46,17958.42,24507.49,0.15,1342.64,4406.41,8766.33,23382.77,29376.83,22502.57,20799.85,18067.97,19560.95,16665.96,17900.12,14929.86,9854.95,12059.77
201808,20180818,1111063000,종로5.6가동,0.14,237.49,957.73,2140.96,5358.39,8683.37,7953.77,8088.94,7034.98,8702.42,8507.34,9622.68,9483.82,6844.12,8293.55,0,405.71,1572.76,3242.74,8262.31,9528.37,7032.33,6823.94,6071.4,6705.14,6357.77,6827.08,5757.87,3784.01,4582.98
201808,20180818,1111064000,이화동,0,182.44,624.15,1557.12,3881.9,5958.74,4720.52,4274.71,3463.72,4190.67,3502.31,3732.26,3580.95,2314.68,2526.99,0.02,183.09,992.63,2472.34,6369.93,6842.47,4854.6,4202.85,3600.68,3554.69,3029.95,3016.51,2180.82,1428.17,1587.45
201808,20180818,1111065000,혜화동,0,181.46,779.7,1603.47,3627.75,5646.85,4588.05,4463.07,4106.75,4951.48,4321.25,4379.66,4200.06,2574.9,2533.16,5.16,233.66,947.74,2242.66,5714.28,5748.08,4294.07,3900.85,3511.14,3752.35,3031.06,3143.12,2231.25,1344.82,1548.35
201808,20180818,1111067000,창신1동,0.06,128.81,385.31,793.3,1895.07,3116.65,3013.31,3117.99,2660.79,3404.59,3467.73,4021.41,4106.84,3063.4,3671.87,1.57,155.37,476.33,1010.63,2543.39,2729.91,2256.21,2399.74,2005.98,2377.69,2311.85,2595.97,2197.28,1466.95,1811.17
201808,20180818,1111068000,창신2동,0,26.41,88.57,272.37,625.2,932.82,796.17,776.91,688.44,911.58,902.21,999.7,958.7,773.58,1011.54,0.75,38.01,148.19,333.96,774.8,844.53,611.08,610.06,556.75,663.85,689.51,732.65,602.67,426.19,576.98
201808,20180818,1111069000,창신3동,0,14.65,54.55,145.7,305.92,498.28,459.93,413.32,329.08,424.45,350.08,417.84,355.84,270.87,235,0,18.48,81.13,178.38,410.48,488.44,350.77,308.67,277.31,303.21,231.61,278.09,222.06,131.73,186.81
201808,20180818,1111070000,숭인1동,0.06,41.27,179.6,428.84,880.49,1286.92,1124.47,1146.84,932.21,1215.15,1189.63,1370.84,1350.97,1085.35,1561.48,0.13,49.65,210.82,520.99,1129.64,1173.17,876.57,920.82,800.55,943.32,832.04,930.59,809.24,610.53,949.96
201808,20180818,1111071000,숭인2동,0.74,145.88,577.67,1255.61,2955.72,4404.69,3861.52,4060.07,3275.85,4299.54,4457.29,5076.6,5179.32,3932.61,5743.46,0.8,193.35,627.06,1630.73,3737.02,3995.46,3081.28,3073.06,2598.4,3117.31,3005.77,3288.37,2869.66,2221.98,3065.24
201808,20180818,1135056000,월계1동,0.02,158.08,758.91,1486.42,2922.95,3809.02,3741.42,4761.23,4507.94,5429.46,4889.6,5398.82,5081.44,3606.8,3971.12,0.71,229.69,745.18,1446.79,2553.51,2690.36,2850.82,3318.4,3175.36,3606.08,3133.43,3161.29,2682.31,1805.86,2292.75
201808,20180818,1135057000,월계2동,0.01,116.41,563.35,1016.69,1545.17,2175.2,2765.4,3578.36,3491.31,4411.88,4165.61,4281.24,4030.08,2721.47,2689.17,0,149.22,548.97,1057.94,1482.6,1648.27,1885.21,2482.71,2456.51,2812.17,2436.11,2592.05,2125.72,1249.56,1605.57
201808,20180818,1135058000,월계3동,0.05,219.38,1024.75,1430.01,2567.76,4053.41,5274.77,6957.52,6479.38,7855.55,6761.27,7090.92,6239.81,3962.28,3828.19,0.17,344.1,1125.19,1568.41,2483.96,3247.76,3766.47,4743.16,4525.4,4959.97,4001.57,3998.88,3078.96,1800.09,2079.52
201808,20180818,1135059500,공릉1동,0.04,434.53,1821.1,2790.98,5651.98,8268.77,9178.27,11574.49,10466.94,12402.17,11485.26,12535.02,11405.1,7319.85,6327.62,0.42,579.85,2017.71,3067.81,6132.44,7019.12,7037.82,7877.66,7219.28,8357.14,7522.38,7583.92,5789.99,3356.63,3567.06
201808,20180818,1135060000,공릉2동,0,516.77,2201.08,2614.66,3931.26,5598.23,6248.73,9092.9,8873.2,11136.29,10178.44,10234.09,8971.22,5248.6,4279.78,0.36,584.71,2105.75,2581,3735.01,4206.25,4827.82,6507.59,6755.28,7646.68,6363.83,5932.38,4475.42,2418.58,2783.26
201808,20180818,1135061100,하계1동,0.11,145.03,1115.8,1794.34,2253.93,2773.28,3215.41,4097.98,4450.43,6186.19,5557.67,5360.5,4963.05,3098.22,2575.05,0,258.81,1078.61,1752.71,2154.23,2271.29,2302.53,3442.26,4108.77,5159.27,3965.56,3753.78,2601.61,1334.44,1458.5
201808,20180818,1135061200,하계2동,0.22,121.63,735.46,1269.5,1877.5,2738.93,3029.92,3789.95,3626.92,4673.47,4041.26,4226.83,4084.17,2525.2,2382.97,0.12,177.8,808.12,1326.54,2044.69,2411.35,2353.3,2921.83,2987.88,3542.57,2848.09,2905.5,2070.3,1122.19,1243.96
201808,20180818,1135061900,중계본동,0.7,93.81,740.61,1433.73,804.39,947.7,983.96,1510.49,2093.17,3618.48,3017.51,2520.28,2445.97,1227.23,1077.09,0.36,105.5,734.67,1298.59,811,809.82,716.82,1228.55,2170.98,2719.58,1744.33,1356.35,908.82,421.62,612.26
201808,20180818,1135062100,중계1동,1.81,121.45,1070.4,2008.36,1145.72,1384.39,1345.25,2150.25,2946.71,4640.37,4001.89,2957.55,2852.23,1754.91,1528.31,0,135.61,1067.44,1940.63,1210.15,1071.46,1115.68,1909.63,3067.78,3837.49,2245.81,1643.53,1089.84,562.51,691.83
201808,20180818,1135062400,중계4동,0.02,108.19,478.34,1144.67,1000.52,1310.28,1260.56,1907.92,2146.49,3071.28,2871.39,2797.71,2542.81,1598.56,1484.5,0,100.13,437.68,929.76,1038.69,1099.66,996.23,1456.64,1775.46,2321.46,1868.92,1800.45,1358.91,696.8,867.27
201808,20180818,1135062500,중계2.3동,2.41,230.92,1290.25,2023.27,2728.17,3644.59,4111.12,5330.81,5047.68,6617.88,5713.48,5588.68,5471.71,3691.33,3485.55,0,313.1,1352.32,2179.45,2999.95,3514.92,3444.37,4527.69,4767.95,5809.77,4276.13,4118.83,3027.33,1679.95,1879.56
201808,20180818,1135063000,상계1동,0,427.31,1759.21,2063.73,3161.04,5311.53,6277.17,9113.92,8204.94,10146.95,9815.8,10387.07,9273.36,5463.46,5244.6,0.13,537.25,1652.32,2016.07,3519.25,4896,5253.69,6673.42,5945.59,7411.97,6582.5,6647.97,4837.47,2536.74,2701.16
201808,20180818,1135064000,상계2동,0.04,214.27,1063.07,2964.73,4193.41,5267.56,4791.94,5723.89,5152.78,6845.46,6290.12,6456.2,6170.73,4288.12,3781.11,0,246,1447.22,3041.27,4774.23,4889.53,3981.18,4631.79,4667.58,5772.85,4795.7,4462.89,3323.3,2067.2,2183.25
201808,20180818,1135066500,상계3.4동,0.05,190.45,596.03,1040.95,1272.54,1927.1,2141.69,3379.24,3323.91,4541.92,4792.02,4940.5,4178.77,2703.97,2628.79,0,202.14,705.46,917.16,1574.67,1631.71,1809.66,2316.85,2473.65,3188.22,3126.33,3057.94,2546.83,1511.22,1588.48
201808,20180818,1135067000,상계5동,0,137.78,539.41,943.88,1101.51,1562.98,1790.53,2597.42,2652.99,3276.26,3152.72,3063.77,2762.93,1608.51,1448.17,0.89,159.09,532.52,794.84,1175.09,1395.49,1316.73,1805.19,1878.95,2308.57,2137.91,1965.82,1459.23,810.36,987.34
201808,20180818,1135069500,상계6.7동,0.06,553.36,2289.47,3452.53,5156.18,8137.53,9442.01,12614.53,11695.06,14392.96,12949.64,13024.44,11454.3,7454.29,6291.37,0.5,593.84,2238.13,3736.96,5824.1,7185.32,7283.08,9400.34,9021.39,10099.16,8390.36,8063.2,5769.73,3143.36,3501.67
201808,20180818,1135070000,상계8동,0,155.01,654.16,1007.08,1263.3,2199.48,3332.2,4426.37,3459.69,4184.56,3568.28,3713.33,3475.91,2132.43,1915.5,0,199.12,649.63,897.91,1480.17,2076.23,2808.58,3243.44,2636.44,2991.45,2430.72,2461.63,1852.74,1049.02,1120.18
201808,20180818,1135071000,상계9동,0,128.78,530.14,727.71,978.19,1467.23,2015.56,2787.31,2476.29,3005.76,2699.31,2580.62,2274.39,1452.73,1250.64,0.45,142,497.7,705.43,1036.21,1470.75,1707.41,2068.15,1929.25,2015.83,1887.38,1712.64,1290.88,703.15,748.86
201808,20180818,1135072000,상계10동,0,133.61,619.65,1074.66,1567.76,2237.76,2677.77,3413.1,3171.14,3869.19,3653.77,3740.66,3204.17,1957.36,1738.77,0.31,166.51,669.76,1105.24,1652,2021.28,2052.03,2574.73,2324.22,2763.63,2384.41,2236.65,1660.29,855.49,885.42
201808,20180819,1111051500,청운효자동,0,90.06,430.04,658.43,1151.55,2024.49,2297.88,2246.7,2088.78,2552.17,2333.51,2151.9,1831.76,1202.86,1206.6,0.05,169.45,513.7,652.94,1402.25,1652.37,1590.46,1882.72,1646.91,1939.06,1563.12,1333.27,1185.04,563.28,817.77
201808,20180819,1111053000,사직동,0,278.09,1346.69,2276,4155.56,6763.96,6441.54,6549.61,5665.77,7110.39,6484.06,6650.18,6154.57,4303.67,4808.89,3.89,474.85,1606.65,2671.68,5950.22,7225.02,5983.97,6011.82,5493.2,5879.78,4487.3,4493.12,3862.52,2297.43,3173.87
201808,20180819,1111054000,삼청동,0,54.59,241.27,314.13,722.56,1143.02,1234.56,1284.97,1274.19,1488.49,1231.91,1202.04,1170.53,769.55,796.58,0.03,92.34,307.95,327.88,941.53,1207.95,1078.45,1149.42,1063.59,1083.35,905.36,789.71,646.1,341.72,433.2
201808,20180819,1111055000,부암동,0.13,255.82,734.15,921.88,1515.71,2858.43,3411.67,4083.37,3703.8,4492.3,4244.68,4437.23,3775.3,2070.93,2044.24,0.9,300.66,786.67,909.06,1576.7,2017.89,2577.07,3068.27,2775.3,3169.57,2838.44,2761.17,2101.95,1099.21,1427.12
201808,20180819,1111056000,평창동,1.31,444.75,1539.81,2236.25,2984.41,5337.12,6484.37,7572.59,6807.93,9168.97,9149.46,9583.03,8697.65,4883.86,5270.18,1.54,518.95,1567.29,2109.88,3033.5,4122.79,5281.96,6260.35,5563.87,7184.51,6766.04,6882.78,5375.27,2701.5,3818.48
201808,20180819,1111057000,무악동,0,53.54,236.15,359.09,439.83,667.25,665.46,761.06,741.47,1002.97,925.41,952.69,858.85,601.31,687.82,1.1,58.51,270.89,374.19,548.48,607.67,589.32,645.44,694.77,796.36,691.87,655.54,570.84,343.82,469.32
201808,20180819,1111058000,교남동,0,72,317.99,399.92,628.98,1118.77,1160.91,1421.94,1291.52,1599.56,1556.69,1583.89,1464.91,935.1,951.29,0.69,91.6,375.23,474.36,902.13,1164.42,1050.13,1192.94,1110.64,1206.91,1032.59,1059.08,860.54,469.76,608.31
201808,20180819,1111060000,가회동,0,34.71,122.51,346.18,426.31,725.44,738.32,838.58,757.63,952.78,789.16,817.32,805.82,517.62,459.87,0.03,43.14,175.39,224.47,506.15,698.23,615.46,680.89,589.45,655.03,587.38,522.36,396.36,205.86,275.4
201808,20180819,1111061500,종로1.2.3.4가동,2.73,680.83,2736.73,5300.39,12479.69,20072.82,16983.23,16299.86,13887.52,16631.8,15219.27,16553.03,17190.79,12720.31,16624.35,1.45,1024.28,3287.07,6393.2,17274.79,19692.29,14865.65,13959.07,12141.4,12556.06,10808.99,11827.65,10163.97,6575.03,8330.75
201808,20180819,1111063000,종로5.6가동,0,187.68,757.64,1672.14,4356.29,6346.62,5072.4,4857.93,3905.37,5352.19,5204.02,6050.46,6378.95,4798.79,5596.9,3.62,250.13,881.74,2086.09,5393.24,5818.35,4149.75,3951.06,3386.98,3917.82,3619.22,4216.08,3677.4,2298.61,2839.56
201808,20180819,1111064000,이화동,0,138.88,409.75,1324.76,3349.84,4761.57,3635.19,3190.17,2598.66,2860.05,2610.66,2670.27,2722.7,1817.35,1926.17,0.24,107.36,676.81,1897.98,5074.88,5366.2,3484.46,2986.62,2547.08,2545.88,2164.9,2110.67,1681.5,1033.63,1235.45
201808,20180819,1111065000,혜화동,0,177.68,586.72,1577.34,3285.05,4752.35,3513.77,3372.32,3089.14,3812.38,3417.69,3338.07,3252.96,2078.16,2048.38,1.62,244.4,861,1840.99,4773.7,4562.55,3337.63,3153.49,2903.32,2988.02,2461.95,2385.3,1873.13,1089.87,1369.18
201808,20180819,1111067000,창신1동,0,107.07,350.3,691.39,1661.3,2406.07,2294.38,2343.69,1929.3,2544.49,2547.83,3041.05,3211.56,2468.78,3138.06,1.21,130.85,380.87,805.29,1936.62,2132.54,1695.31,1752.13,1521.24,1812.67,1736.99,1969.08,1738,1105.07,1445.99
201808,20180819,1111068000,창신2동,0,28.01,93.41,224.92,528.65,684.21,562.87,574.01,473.14,663.22,685.79,758.02,792.4,624.82,833.66,0.36,34.93,108.58,268.77,631.48,592.64,432.28,432.26,386.55,458.09,497.62,571.97,513.99,340.55,458.19
201808,20180819,1111069000,창신3동,0,15.76,47.32,142.72,321.91,426.58,309.12,318.1,281.94,349.91,286,287.68,322.53,204.17,251.81,0.95,13.43,75.04,137.61,334.98,368.41,238.65,278.86,241.41,284.5,222.46,218.94,205.98,116.38,131.91
201808,20180819,1111070000,숭인1동,0,34.12,150.72,395.16,815.67,1046.88,835.05,880.79,721.95,960.99,859.75,1009.71,1105.48,917.09,1372.42,0.38,49.7,183.62,407.65,913.08,941.49,653.71,687.79,594.85,748.79,685.12,704.25,672.56,523.89,699.87
201808,20180819,1111071000,숭인2동,0,127.06,488.24,1096.36,2526.32,3502.77,2980.39,2946.67,2421.76,3232.49,3203.9,4011.22,4214.85,3449.11,4879.03,0.09,164.42,517.93,1194.87,2923.1,3114.65,2250.34,2253.06,1975.89,2344.24,2238.73,2576.12,2329.24,1697,2354.29
201808,20180819,1135056000,월계1동,0.9,167.9,786.31,1398.62,2844.82,3538.38,3191.47,3956.42,3753.25,4275.37,3936.01,4331.81,4071,3051.63,3437.19,2.03,244.53,725.93,1131.07,2433.29,2403.18,2446.36,3032.37,2850.13,3013.86,2871.46,2951.34,2410.77,1684.97,1906.41
201808,20180819,1135057000,월계2동,0,173.98,675.25,928.28,1428.12,1994.42,2388.79,3219.88,3425.9,3840.23,3366.16,3525.3,3229.38,2367.31,2484.88,0.86,211.44,602.27,862.19,1402.57,1476.68,1567.49,2419.68,2486.02,2517.81,2203.47,2303.21,1984.25,1176.62,1477.88
201808,20180819,1135058000,월계3동,0.72,270.49,1058.51,1322.55,2287.21,3641.43,4372.55,5696.42,5226.5,6241.35,5292.66,5556.57,4984.77,3249.37,3255.95,0.9,311.88,1041.9,1360.91,2413.65,2754.91,3090.32,4131.09,3941.44,4244.4,3662.79,3588.76,2775.55,1655.46,1786.96
