STD_YMD,dong,TMST
20181011,sanggye2,4550.685
20181011,sanggye34,2473.04
20181011,sanggye5,1607.344
20181011,sanggye67,8682.516
20181011,sanggye8,2648.417
20181011,sanggye9,1629.587
20181011,sanggye10,2256.73
20181012,cheongunhyoja,2656.268
20181012,sajik,10314.067
20181012,samcheong,1521.731
20181012,buam,3747.085
20181012,pyeongchang,6522.712
20181012,muak,1090.369
20181012,gyonam,1818.084
20181012,gahoe,1259.786
20181012,jongno1234,29765.19
20181012,jongno56,9797.34
20181012,ihwa,4881.085
20181012,hyehwa,4893.596
20181012,changsin1,3292.133
20181012,changsin2,864.779
20181012,changsin3,600.916
20181012,sungin1,1507.642
20181012,sungin2,5352.022
20181012,wolgye1,3691.29
20181012,wolgye2,2698.527
20181012,wolgye3,4684.729
20181012,gongneung1,9376.045
20181012,gongneung2,8777.411
20181012,hagye1,4108.732
20181012,hagye2,3094.848
20181012,junggyebon,1390.488
20181012,junggye1,2117.356
20181012,junggye4,1802.257
20181012,junggye23,4438.534
20181012,sanggye1,5868.693
20181012,sanggye2,4981.703
20181012,sanggye34,2560.785
20181012,sanggye5,1677.292
20181012,sanggye67,9391.94
20181012,sanggye8,2730.192
20181012,sanggye9,1725.332
20181012,sanggye10,2418.031
20181013,cheongunhyoja,2567.937
20181013,sajik,8534.725
20181013,samcheong,1516.642
20181013,buam,3939.34
20181013,pyeongchang,7401.852
20181013,muak,907.585
20181013,gyonam,1507.026
20181013,gahoe,1016.985
20181013,jongno1234,24067.594
20181013,jongno56,7908.004
20181013,ihwa,4271.726
20181013,hyehwa,4446.323
20181013,changsin1,2914.81
20181013,changsin2,763.295
20181013,changsin3,496.893
20181013,sungin1,1426.364
20181013,sungin2,4651.7
20181013,wolgye1,3477.608
20181013,wolgye2,2566.188
20181013,wolgye3,4491.809
20181013,gongneung1,9095.161
20181013,gongneung2,8557.685
20181013,hagye1,3830.713
20181013,hagye2,2913.354
20181013,junggyebon,1562.771
20181013,junggye1,2365.094
20181013,junggye4,1788.339
20181013,junggye23,4428.12
20181013,sanggye1,6515.888
20181013,sanggye2,5123.031
20181013,sanggye34,2739.303
20181013,sanggye5,1678.895
20181013,sanggye67,9117.517
20181013,sanggye8,2551.528
20181013,sanggye9,1700.839
20181013,sanggye10,2460.763
20181014,cheongunhyoja,1986.569
20181014,sajik,6345.057
20181014,samcheong,1130.153
20181014,buam,3261.824
20181014,pyeongchang,6537.975
20181014,muak,731.775
20181014,gyonam,1294.412
20181014,gahoe,747.355
20181014,jongno1234,16916.231
20181014,jongno56,5031.572
20181014,ihwa,3063.838
20181014,hyehwa,3416.014
20181014,changsin1,2287.582
20181014,changsin2,583.76
20181014,changsin3,407.087
20181014,sungin1,1106.683
20181014,sungin2,3618.691
20181014,wolgye1,2821.87
20181014,wolgye2,2107.763
20181014,wolgye3,3337.303
20181014,gongneung1,7522.659
20181014,gongneung2,8140.394
20181014,hagye1,3420.588
20181014,hagye2,2371.445
20181014,junggyebon,1387.741
20181014,junggye1,1994.723
20181014,junggye4,1603.849
20181014,junggye23,3653.163
20181014,sanggye1,5643.189
20181014,sanggye2,4212.316
20181014,sanggye34,2436.814
20181014,sanggye5,1399.442
20181014,sanggye67,7220.64
20181014,sanggye8,2191.288
20181014,sanggye9,1428.762
20181014,sanggye10,1939.665
20181015,cheongunhyoja,2354.199
20181015,sajik,9590.273
20181015,samcheong,1300.35
20181015,buam,3298.465
20181015,pyeongchang,5886.336
20181015,muak,951.964
20181015,gyonam,1695.521
20181015,gahoe,1038.718
20181015,jongno1234,27274.668
20181015,jongno56,8767.361
20181015,ihwa,3688.977
20181015,hyehwa,4161.572
20181015,changsin1,3070.133
20181015,changsin2,814.027
20181015,changsin3,565.136
20181015,sungin1,1415.664
20181015,sungin2,4990.842
20181015,wolgye1,3476.958
20181015,wolgye2,2614.824
20181015,wolgye3,4203.362
20181015,gongneung1,9014.053
20181015,gongneung2,8685.151
20181015,hagye1,4017.105
20181015,hagye2,2810.683
20181015,junggyebon,1319.046
20181015,junggye1,2052.958
20181015,junggye4,1735.642
20181015,junggye23,4113.787
20181015,sanggye1,5355.045
20181015,sanggye2,4345.712
20181015,sanggye34,2493.573
20181015,sanggye5,1606.015
20181015,sanggye67,8738.666
20181015,sanggye8,2514.116
20181015,sanggye9,1602.242
20181015,sanggye10,2202.104
20181016,cheongunhyoja,2469.837
20181016,sajik,9974.227
20181016,samcheong,1418.868
20181016,buam,3504.808
20181016,pyeongchang,6119.121
20181016,muak,1075.35
20181016,gyonam,1780.404
20181016,gahoe,1212.373
20181016,jongno1234,29079.993
20181016,jongno56,9292.932
20181016,ihwa,4859.105
20181016,hyehwa,4806.976
20181016,changsin1,3133.935
20181016,changsin2,832.29
20181016,changsin3,585.361
20181016,sungin1,1445.617
20181016,sungin2,5110.143
20181016,wolgye1,3547.863
20181016,wolgye2,2647.651
20181016,wolgye3,4432.53
20181016,gongneung1,8985.588
20181016,gongneung2,8729.038
20181016,hagye1,4194.864
20181016,hagye2,2946.548
20181016,junggyebon,1341.105
20181016,junggye1,2069.385
20181016,junggye4,1778.894
20181016,junggye23,4156.326
20181016,sanggye1,5574.062
20181016,sanggye2,4505.261
20181016,sanggye34,2526.533
20181016,sanggye5,1606.232
20181016,sanggye67,8706.503
20181016,sanggye8,2625.933
20181016,sanggye9,1610.901
20181016,sanggye10,2229.697
20181017,cheongunhyoja,2624.926
20181017,sajik,10197.108
20181017,samcheong,1483.039
20181017,buam,3616.221
20181017,pyeongchang,6289.922
20181017,muak,1102.572
20181017,gyonam,1773.105
20181017,gahoe,1237.772
20181017,jongno1234,29690.385
20181017,jongno56,9338.259
20181017,ihwa,4805.43
20181017,hyehwa,4801.657
20181017,changsin1,3233.633
20181017,changsin2,860.606
20181017,changsin3,578.402
20181017,sungin1,1447.98
20181017,sungin2,5095.507
20181017,wolgye1,3532.409
20181017,wolgye2,2666.922
20181017,wolgye3,4636.779
20181017,gongneung1,9038.197
20181017,gongneung2,8853.863
20181017,hagye1,4158.728
20181017,hagye2,2969.988
20181017,junggyebon,1369.685
20181017,junggye1,2101.368
20181017,junggye4,1789.52
20181017,junggye23,4196.815
20181017,sanggye1,5494.375
20181017,sanggye2,4539.741
20181017,sanggye34,2519.133
20181017,sanggye5,1618.604
20181017,sanggye67,8808.96
20181017,sanggye8,2783.817
20181017,sanggye9,1618.484
20181017,sanggye10,2287.051
20181018,cheongunhyoja,2529.631
20181018,sajik,10718.555
20181018,samcheong,1417.238
20181018,buam,3339.625
20181018,pyeongchang,5939.704
20181018,muak,1071.51
20181018,gyonam,1782.626
20181018,gahoe,1187.578
20181018,jongno1234,29995.783
20181018,jongno56,9296.177
20181018,ihwa,4749.972
20181018,hyehwa,4564.033
20181018,changsin1,3140.91
20181018,changsin2,853.305
20181018,changsin3,578.957
20181018,sungin1,1418.978
20181018,sungin2,5042.326
20181018,wolgye1,3522.555
20181018,wolgye2,2576.731
20181018,wolgye3,4590.866
20181018,gongneung1,8844.875
20181018,gongneung2,8514.951
20181018,hagye1,3873.455
20181018,hagye2,2885.258
20181018,junggyebon,1306.73
20181018,junggye1,2009.33
20181018,junggye4,1750.565
20181018,junggye23,4042.304
20181018,sanggye1,5424.399
20181018,sanggye2,4454.952
20181018,sanggye34,2484.216
20181018,sanggye5,1574.232
20181018,sanggye67,8598.72
20181018,sanggye8,2729.757
20181018,sanggye9,1602.569
20181018,sanggye10,2243.565
20181019,cheongunhyoja,2598.471
20181019,sajik,10418.313
20181019,samcheong,1505.564
20181019,buam,3672.605
20181019,pyeongchang,6499.278
20181019,muak,1080.768
20181019,gyonam,1787.092
20181019,gahoe,1235.188
20181019,jongno1234,29890.993
20181019,jongno56,9846.212
20181019,ihwa,4324.781
20181019,hyehwa,4647.669
20181019,changsin1,3200.588
20181019,changsin2,857.115
20181019,changsin3,542.182
20181019,sungin1,1386.885
20181019,sungin2,5056.876
20181019,wolgye1,3605.425
20181019,wolgye2,2628.58
20181019,wolgye3,4608.21
20181019,gongneung1,9129.581
20181019,gongneung2,8566.763
20181019,hagye1,4055.575
20181019,hagye2,2930.695
20181019,junggyebon,1405.163
20181019,junggye1,2135.924
20181019,junggye4,1888.456
20181019,junggye23,4241.691
20181019,sanggye1,5688.005
20181019,sanggye2,4808.589
20181019,sanggye34,2603.983
20181019,sanggye5,1638.17
20181019,sanggye67,9017.076
20181019,sanggye8,2860.614
20181019,sanggye9,1661.004
20181019,sanggye10,2375.882
20181020,cheongunhyoja,2536.265
20181020,sajik,8509.423
20181020,samcheong,1560.373
20181020,buam,4077.01
20181020,pyeongchang,7644.22
20181020,muak,1045.002
20181020,gyonam,1736.29
20181020,gahoe,1116.374
20181020,jongno1234,24560.345
20181020,jongno56,7769.688
20181020,ihwa,2939.483
20181020,hyehwa,4312.718
20181020,changsin1,2930.132
20181020,changsin2,773.579
20181020,changsin3,473.541
20181020,sungin1,1388.763
20181020,sungin2,4573.039
20181020,wolgye1,3665.743
20181020,wolgye2,2702.999
20181020,wolgye3,5095.415
20181020,gongneung1,9469.687
20181020,gongneung2,8807.543
20181020,hagye1,4010.855
20181020,hagye2,3161.337
20181020,junggyebon,1519.905
20181020,junggye1,2400.313
20181020,junggye4,1816.577
20181020,junggye23,4564.27
20181020,sanggye1,6646.978
20181020,sanggye2,5259.831
20181020,sanggye34,2967.848
20181020,sanggye5,1688.932
20181020,sanggye67,9511.045
20181020,sanggye8,2916.506
20181020,sanggye9,1838.701
20181020,sanggye10,2617.567
20181021,cheongunhyoja,1993.667
20181021,sajik,6126.91
20181021,samcheong,1182.991
20181021,buam,3308.918
20181021,pyeongchang,6545.927
20181021,muak,818.223
20181021,gyonam,1387.213
20181021,gahoe,809.372
20181021,jongno1234,16347.812
20181021,jongno56,4806.125
20181021,ihwa,1949.613
20181021,hyehwa,3052.392
20181021,changsin1,2167.627
20181021,changsin2,558.631
20181021,changsin3,418.459
20181021,sungin1,1078.342
20181021,sungin2,3383.372
20181021,wolgye1,2837.103
20181021,wolgye2,2201.792
20181021,wolgye3,3902.876
20181021,gongneung1,7266.374
20181021,gongneung2,7178.935
20181021,hagye1,3221.821
20181021,hagye2,2402.55
20181021,junggyebon,1302.314
20181021,junggye1,1990.253
20181021,junggye4,1540.474
20181021,junggye23,3636.229
20181021,sanggye1,5672.385
20181021,sanggye2,3970.524
20181021,sanggye34,2344.902
20181021,sanggye5,1342.805
20181021,sanggye67,7158.841
20181021,sanggye8,2397.277
20181021,sanggye9,1402.61
20181021,sanggye10,1932.821
20181022,cheongunhyoja,2429.062
20181022,sajik,9709.083
20181022,samcheong,1348.023
20181022,buam,3388.072
20181022,pyeongchang,5889.031
20181022,muak,1008.124
20181022,gyonam,1770.253
20181022,gahoe,1081.022
20181022,jongno1234,27716.595
20181022,jongno56,9038.094
20181022,ihwa,3677.134
20181022,hyehwa,4257.708
20181022,changsin1,3013.59
20181022,changsin2,808.274
20181022,changsin3,574.308
20181022,sungin1,1373.425
20181022,sungin2,4831.082
20181022,wolgye1,3530.373
20181022,wolgye2,2529.929
20181022,wolgye3,4549.2
20181022,gongneung1,8840.018
20181022,gongneung2,8487.704
20181022,hagye1,4028.945
20181022,hagye2,2923.942
20181022,junggyebon,1325.153
20181022,junggye1,2041.722
20181022,junggye4,1772.283
20181022,junggye23,3976.093
20181022,sanggye1,5301.38
20181022,sanggye2,4398.304
20181022,sanggye34,2457.131
20181022,sanggye5,1582.107
20181022,sanggye67,8589.076
20181022,sanggye8,2707.613
20181022,sanggye9,1590.132
20181022,sanggye10,2216.567
20181023,cheongunhyoja,2478.022
20181023,sajik,9886.658
20181023,samcheong,1348.317
20181023,buam,3512.469
20181023,pyeongchang,5730.039
20181023,muak,1036.78
20181023,gyonam,1753.109
20181023,gahoe,1136.252
20181023,jongno1234,28567.497
20181023,jongno56,9017.28
20181023,ihwa,4965.354
20181023,hyehwa,4499.815
20181023,changsin1,2999.07
20181023,changsin2,809.938
20181023,changsin3,567.05
20181023,sungin1,1381.05
20181023,sungin2,4864.866
20181023,wolgye1,3487.782
20181023,wolgye2,2544.676
20181023,wolgye3,4486.526
20181023,gongneung1,8829.065
20181023,gongneung2,8256.37
20181023,hagye1,4112.774
20181023,hagye2,2944.043
20181023,junggyebon,1327.81
20181023,junggye1,2052.679
20181023,junggye4,1739.907
20181023,junggye23,4160.137
20181023,sanggye1,5340.63
20181023,sanggye2,4427.604
20181023,sanggye34,2436.72
20181023,sanggye5,1600.285
20181023,sanggye67,8711.669
20181023,sanggye8,2706.274
20181023,sanggye9,1593.172
20181023,sanggye10,2218.834
20181024,cheongunhyoja,2742.369
20181024,sajik,10301.625
20181024,samcheong,1540.76
20181024,buam,3580.622
20181024,pyeongchang,6101.48
20181024,muak,1071.322
20181024,gyonam,1836.541
20181024,gahoe,1262.851
20181024,jongno1234,29820.622
20181024,jongno56,9263.984
20181024,ihwa,5096.73
20181024,hyehwa,4564.357
20181024,changsin1,3109.465
20181024,changsin2,831.28
20181024,changsin3,593.594
20181024,sungin1,1428.008
20181024,sungin2,5004.116
20181024,wolgye1,3575.917
20181024,wolgye2,2647.049
20181024,wolgye3,4698.974
20181024,gongneung1,9073.13
20181024,gongneung2,8670.282
20181024,hagye1,4162.287
20181024,hagye2,2991.68
20181024,junggyebon,1377.768
20181024,junggye1,2110.405
20181024,junggye4,1772.925
20181024,junggye23,4173.97
20181024,sanggye1,5750.117
20181024,sanggye2,4560.282
20181024,sanggye34,2540.182
20181024,sanggye5,1600.714
20181024,sanggye67,8923.355
20181024,sanggye8,2833.14
20181024,sanggye9,1645.638
20181024,sanggye10,2296.965
20181025,cheongunhyoja,2224.096
20181025,sajik,8795.124
20181025,samcheong,1236.18
20181025,buam,2949.35
20181025,pyeongchang,4941.25
20181025,muak,909.422
20181025,gyonam,1543.774
20181025,gahoe,1019.824
20181025,jongno1234,24446.268
20181025,jongno56,7373.784
20181025,ihwa,4182.074
20181025,hyehwa,3746.808
20181025,changsin1,2551.98
20181025,changsin2,676.036
20181025,changsin3,482.666
20181025,sungin1,1115.683
20181025,sungin2,4217.841
20181025,wolgye1,3014.943
20181025,wolgye2,2197.541
20181025,wolgye3,3915.772
20181025,gongneung1,7440.051
20181025,gongneung2,6970.021
20181025,hagye1,3320.565
20181025,hagye2,2436.751
20181025,junggyebon,1120.961
20181025,junggye1,1670.053
20181025,junggye4,1452.548
20181025,junggye23,3403.358
20181025,sanggye1,4554.823
20181025,sanggye2,3737.778
20181025,sanggye34,2087.902
20181025,sanggye5,1404.586
20181025,sanggye67,7310.384
20181025,sanggye8,2289.037
20181025,sanggye9,1370.651
20181025,sanggye10,1887.321
20181026,cheongunhyoja,2496.18
20181026,sajik,9709.257
20181026,samcheong,1384.913
20181026,buam,3401.66
20181026,pyeongchang,5673.846
20181026,muak,1022.018
20181026,gyonam,1731.601
20181026,gahoe,1157.27
20181026,jongno1234,28502.193
20181026,jongno56,8900.294
20181026,ihwa,4978.786
20181026,hyehwa,4454.745
20181026,changsin1,3054.521
20181026,changsin2,841.328
20181026,changsin3,571.127
20181026,sungin1,1318.558
20181026,sungin2,4963.653
20181026,wolgye1,3505.536
20181026,wolgye2,2499.529
20181026,wolgye3,4754.186
20181026,gongneung1,9008.213
20181026,gongneung2,7987.812
20181026,hagye1,3959.343
20181026,hagye2,2986.933
20181026,junggyebon,1326.665
20181026,junggye1,2093.863
20181026,junggye4,1740.044
20181026,junggye23,4165.3
20181026,sanggye1,5623.552
20181026,sanggye2,5042.707
20181026,sanggye34,2391.682
20181026,sanggye5,1760.033
20181026,sanggye67,9094.776
20181026,sanggye8,2805.014
20181026,sanggye9,1709.099
20181026,sanggye10,2424.488
20181027,cheongunhyoja,2767.94
20181027,sajik,8850.296
20181027,samcheong,1595.988
20181027,buam,4121.974
20181027,pyeongchang,7324.788
20181027,muak,1044.623
20181027,gyonam,1636.832
20181027,gahoe,1139.584
20181027,jongno1234,25945.836
20181027,jongno56,8236.846
20181027,ihwa,4597.366
20181027,hyehwa,4447.505
20181027,changsin1,3026.534
20181027,changsin2,832.226
20181027,changsin3,533.221
20181027,sungin1,1427.436
20181027,sungin2,4958.922
20181027,wolgye1,3559.345
20181027,wolgye2,2610.797
20181027,wolgye3,5237.495
20181027,gongneung1,9533.307
20181027,gongneung2,8914.556
20181027,hagye1,3969.175
20181027,hagye2,3111.358
20181027,junggyebon,1501.114
20181027,junggye1,2439.168
20181027,junggye4,1784.684
20181027,junggye23,4538.577
20181027,sanggye1,6836.758
20181027,sanggye2,5795.878
20181027,sanggye34,2813.145
20181027,sanggye5,1797.339
20181027,sanggye67,9785.201
20181027,sanggye8,3020.544
20181027,sanggye9,1861.738
20181027,sanggye10,2759.778
20181028,cheongunhyoja,1800.482
20181028,sajik,5743.798
20181028,samcheong,1125.672
20181028,buam,3030.014
20181028,pyeongchang,5417.332
20181028,muak,700.877
20181028,gyonam,1145.345
20181028,gahoe,804.959
20181028,jongno1234,15554.816
20181028,jongno56,4481.386
20181028,ihwa,3181.423
20181028,hyehwa,3297.121
20181028,changsin1,2083.217
20181028,changsin2,555.446
20181028,changsin3,390.454
20181028,sungin1,938.055
20181028,sungin2,3233.175
20181028,wolgye1,2633.952
20181028,wolgye2,2006.955
20181028,wolgye3,3551.638
20181028,gongneung1,6953.655
20181028,gongneung2,6722.516
20181028,hagye1,3185.272
20181028,hagye2,2294.793
20181028,junggyebon,1182.453
20181028,junggye1,1928.334
20181028,junggye4,1386.649
20181028,junggye23,3345.687
20181028,sanggye1,5158.902
20181028,sanggye2,3929.469
20181028,sanggye34,2041.042
20181028,sanggye5,1349.78
20181028,sanggye67,6769.907
20181028,sanggye8,2319.469
20181028,sanggye9,1375.773
20181028,sanggye10,1860.925
20181029,cheongunhyoja,2323.625
20181029,sajik,9151.862
20181029,samcheong,1254.621
20181029,buam,3279.869
20181029,pyeongchang,5420.478
20181029,muak,941.702
20181029,gyonam,1601.6
20181029,gahoe,1042.149
20181029,jongno1234,26950.265
20181029,jongno56,8473.688
20181029,ihwa,4657.665
20181029,hyehwa,4243.472
20181029,changsin1,2848.669
20181029,changsin2,777.978
20181029,changsin3,556.346
20181029,sungin1,1287.661
20181029,sungin2,4815.576
20181029,wolgye1,3241.795
20181029,wolgye2,2462.898
20181029,wolgye3,4247.652
20181029,gongneung1,8034.54
20181029,gongneung2,7808.35
20181029,hagye1,3675.428
20181029,hagye2,2646.694
20181029,junggyebon,1195.305
20181029,junggye1,1848.252
20181029,junggye4,1588.014
20181029,junggye23,3701.7
20181029,sanggye1,5290.553
20181029,sanggye2,4166.635
20181029,sanggye34,2282.7
20181029,sanggye5,1511.94
20181029,sanggye67,7978.56
20181029,sanggye8,2567.079
20181029,sanggye9,1503.722
20181029,sanggye10,2038.115
20181030,cheongunhyoja,2553.022
20181030,sajik,10087.355
20181030,samcheong,1405.295
20181030,buam,3715.618
20181030,pyeongchang,6241.305
20181030,muak,1062.083
20181030,gyonam,1828.905
20181030,gahoe,1233.24
20181030,jongno1234,29320.554
20181030,jongno56,9253.351
20181030,ihwa,5167.629
20181030,hyehwa,4839.129
20181030,changsin1,3243.718
20181030,changsin2,857.215
20181030,changsin3,615.49
20181030,sungin1,1416.054
20181030,sungin2,5298.504
20181030,wolgye1,3706.818
20181030,wolgye2,2676.767
20181030,wolgye3,4705.58
20181030,gongneung1,9150.456
20181030,gongneung2,8630.679
20181030,hagye1,4217.445
20181030,hagye2,3065.092
20181030,junggyebon,1362.16
20181030,junggye1,2091.595
20181030,junggye4,1777.556
20181030,junggye23,4180.589
20181030,sanggye1,5711.858
20181030,sanggye2,4572.653
20181030,sanggye34,2523.972
20181030,sanggye5,1706.27
20181030,sanggye67,8755.014
20181030,sanggye8,2941.535
20181030,sanggye9,1680.303
20181030,sanggye10,2286.01
20181031,cheongunhyoja,2679.762
20181031,sajik,10253.21
20181031,samcheong,1472.593
20181031,buam,3624.53
20181031,pyeongchang,5970.866
20181031,muak,1093.267
20181031,gyonam,1824.437
20181031,gahoe,1274.375
20181031,jongno1234,29326.9
20181031,jongno56,9194.914
20181031,ihwa,5183.937
20181031,hyehwa,4682.73
20181031,changsin1,3254.284
20181031,changsin2,886.426
20181031,changsin3,601.217
20181031,sungin1,1391.162
20181031,sungin2,5264.554
20181031,wolgye1,3662.698
20181031,wolgye2,2756.099
20181031,wolgye3,4678.325
20181031,gongneung1,9022.742
20181031,gongneung2,8773.943
20181031,hagye1,4115.692
20181031,hagye2,2994.38
20181031,junggyebon,1396.149
20181031,junggye1,2096.451
20181031,junggye4,1767.752
20181031,junggye23,4229.401
20181031,sanggye1,5419.858
20181031,sanggye2,4577.339
20181031,sanggye34,2479.528
20181031,sanggye5,1682.157
20181031,sanggye67,8698.408
20181031,sanggye8,2867.798
20181031,sanggye9,1661.073
20181031,sanggye10,2264.082
20181101,cheongunhyoja,2555.909
20181101,sajik,10766.763
20181101,samcheong,1590.242
20181101,buam,3635.873
20181101,pyeongchang,6379.07
20181101,muak,1067.767
20181101,gyonam,1818.974
20181101,gahoe,1247.881
20181101,jongno1234,28512.463
20181101,jongno56,9205.548
20181101,ihwa,5264.173
20181101,hyehwa,4881.478
20181101,changsin1,3215.971
20181101,changsin2,839.962
20181101,changsin3,648.447
20181101,sungin1,1359.758
20181101,sungin2,5209.975
20181101,wolgye1,3776.827
20181101,wolgye2,2797.861
20181101,wolgye3,4721.35
20181101,gongneung1,9378.21
20181101,gongneung2,8753.548
20181101,hagye1,4058.668
20181101,hagye2,3019.562
20181101,junggyebon,1412.924
20181101,junggye1,2111.965
20181101,junggye4,1761.15
20181101,junggye23,4322.528
20181101,sanggye1,5907.834
20181101,sanggye2,4636.881
20181101,sanggye34,2493.498
20181101,sanggye5,1638.837
20181101,sanggye67,9024.55
20181101,sanggye8,3608.105
20181101,sanggye9,1633.639
20181101,sanggye10,2312.138
20181102,cheongunhyoja,2743.726
20181102,sajik,11111.419
20181102,samcheong,1666.478
20181102,buam,3004.212
20181102,pyeongchang,4969.677
20181102,muak,895.799
20181102,gyonam,2062.155
20181102,gahoe,1706.692
20181102,jongno1234,29967.546
20181102,jongno56,9097.658
20181102,ihwa,5252.462
20181102,hyehwa,4290.135
20181102,changsin1,3215.082
20181102,changsin2,725.093
20181102,changsin3,643.774
20181102,sungin1,1164.1
20181102,sungin2,4591.129
20181102,wolgye1,4120.052
20181102,wolgye2,3143.961
20181102,wolgye3,4398.634
20181102,gongneung1,7673.523
20181102,gongneung2,7749.338
20181102,hagye1,4233.617
20181102,hagye2,2785.036
20181102,junggyebon,1847.028
20181102,junggye1,2520.045
20181102,junggye4,2080.171
20181102,junggye23,4884.983
20181102,sanggye1,5302.112
20181102,sanggye2,5621.428
20181102,sanggye34,2029.868
20181102,sanggye5,2077.315
20181102,sanggye67,8589.572
20181102,sanggye8,3264.51
20181102,sanggye9,1912.721
20181102,sanggye10,2401.404
20181103,cheongunhyoja,2874.829
20181103,sajik,8698.947
20181103,samcheong,1753.09
20181103,buam,3300.988
20181103,pyeongchang,5909.095
20181103,muak,936.983
20181103,gyonam,1836.207
20181103,gahoe,1311.749
20181103,jongno1234,23320.289
20181103,jongno56,7827.327
20181103,ihwa,4760.992
20181103,hyehwa,4373.721
20181103,changsin1,3515.489
20181103,changsin2,668.601
20181103,changsin3,641.611
20181103,sungin1,1214.381
20181103,sungin2,4648.169
20181103,wolgye1,4317.628
20181103,wolgye2,3031.608
20181103,wolgye3,4925.446
20181103,gongneung1,8048.826
20181103,gongneung2,7317.136
20181103,hagye1,4122.648
20181103,hagye2,2938.952
20181103,junggyebon,1994.204
20181103,junggye1,2735.417
20181103,junggye4,2094.436
20181103,junggye23,5328.144
20181103,sanggye1,6225.012
20181103,sanggye2,5895.067
20181103,sanggye34,2309.112
20181103,sanggye5,2193.899
20181103,sanggye67,8457.455
20181103,sanggye8,3281.731
20181103,sanggye9,2003.641
20181103,sanggye10,2481.036
20181104,cheongunhyoja,2046.145
20181104,sajik,6437.972
20181104,samcheong,1287.637
20181104,buam,3468.089
20181104,pyeongchang,6487.77
20181104,muak,724.387
20181104,gyonam,1207.01
20181104,gahoe,848.699
20181104,jongno1234,16956.593
20181104,jongno56,4943.726
20181104,ihwa,3679.072
20181104,hyehwa,3788.779
20181104,changsin1,2350.517
20181104,changsin2,619.124
20181104,changsin3,415.772
20181104,sungin1,1007.835
20181104,sungin2,3596.169
20181104,wolgye1,3102.938
20181104,wolgye2,2245.392
20181104,wolgye3,4107.871
20181104,gongneung1,7549.89
20181104,gongneung2,7043.471
20181104,hagye1,3238.748
20181104,hagye2,2477.676
20181104,junggyebon,1407.539
20181104,junggye1,2057.633
20181104,junggye4,1663.372
20181104,junggye23,3777.888
20181104,sanggye1,5902.517
20181104,sanggye2,4223.56
20181104,sanggye34,2410.728
20181104,sanggye5,1404.799
20181104,sanggye67,7291.425
20181104,sanggye8,2921.822
20181104,sanggye9,1398.978
20181104,sanggye10,1950.115
20181105,cheongunhyoja,2850.966
20181105,sajik,12640.206
20181105,samcheong,1661.94
20181105,buam,4114.635
20181105,pyeongchang,6221.361
20181105,muak,1054.649
20181105,gyonam,2277.583
20181105,gahoe,1666.991
20181105,jongno1234,33423.978
20181105,jongno56,11296.672
20181105,ihwa,6380.558
20181105,hyehwa,4779.458
20181105,changsin1,3781.545
20181105,changsin2,903.184
20181105,changsin3,712.192
20181105,sungin1,1459.835
20181105,sungin2,5508.647
20181105,wolgye1,4174.66
20181105,wolgye2,3258.796
20181105,wolgye3,5022.177
20181105,gongneung1,9439.373
20181105,gongneung2,9072.23
20181105,hagye1,4700.341
20181105,hagye2,3187.743
20181105,junggyebon,1557.861
20181105,junggye1,2203.798
20181105,junggye4,1936.105
20181105,junggye23,4885.662
20181105,sanggye1,5872.554
20181105,sanggye2,4881.275
20181105,sanggye34,2543.679
20181105,sanggye5,1814.018
20181105,sanggye67,9478.856
20181105,sanggye8,3780.614
20181105,sanggye9,1890.17
20181105,sanggye10,2430.805
20181106,cheongunhyoja,2494.909
20181106,sajik,10067.825
20181106,samcheong,1454.237
20181106,buam,3438.227
20181106,pyeongchang,5850.872
20181106,muak,1012.549
20181106,gyonam,1779.641
20181106,gahoe,1191.155
20181106,jongno1234,27500.708
20181106,jongno56,9058.494
20181106,ihwa,5039.862
20181106,hyehwa,4655.086
20181106,changsin1,3235.92
20181106,changsin2,846.745
20181106,changsin3,620.328
20181106,sungin1,1324.227
20181106,sungin2,5100.457
20181106,wolgye1,3628.938
20181106,wolgye2,2693.07
20181106,wolgye3,4582.063
20181106,gongneung1,9124.192
20181106,gongneung2,8514.615
20181106,hagye1,4067.649
20181106,hagye2,2993.057
20181106,junggyebon,1368.605
20181106,junggye1,2070.436
20181106,junggye4,1775.491
20181106,junggye23,4237.253
20181106,sanggye1,5609.625
20181106,sanggye2,4529.872
20181106,sanggye34,2468.801
20181106,sanggye5,1609.639
20181106,sanggye67,8817.282
20181106,sanggye8,3542.218
20181106,sanggye9,1555.12
20181106,sanggye10,2212.728
20181107,cheongunhyoja,2505.705
20181107,sajik,9998.839
20181107,samcheong,1431.654
20181107,buam,3510.27
20181107,pyeongchang,5917.041
20181107,muak,1016.215
20181107,gyonam,1765.692
20181107,gahoe,1154.873
20181107,jongno1234,27048.984
20181107,jongno56,9016.5
20181107,ihwa,5025.16
20181107,hyehwa,4747.008
20181107,changsin1,3201.711
20181107,changsin2,831.978
20181107,changsin3,637.747
20181107,sungin1,1335.376
20181107,sungin2,5048.321
20181107,wolgye1,3679.601
20181107,wolgye2,2682.203
20181107,wolgye3,4750.457
20181107,gongneung1,9151.831
20181107,gongneung2,8319.932
20181107,hagye1,4015.025
20181107,hagye2,3023.067
20181107,junggyebon,1355.772
20181107,junggye1,2060.592
20181107,junggye4,1757.061
20181107,junggye23,4419.978
